grad,frame
0.09003341407106405,0
0.14082349810684036,1
0.13327903078313455,2
0.07373669272975007,3
0.04261164079632636,4
-0.04829058730811368,5
-0.4665080622622838,6
-1.2920378969426736,7
-1.2738588232743127,8
-2.0618905184561727,9
-3.883946502417848,10
-5.484230811135811,11
-7.351050995943839,12
-7.31752442477042,13
-9.038170329311436,14
-10.362759673804566,15
-11.485355711819832,16
-13.310215013069017,17
-12.602503927130448,18
-12.6278233109859,19
-12.065797270390021,20
-11.969823854011404,21
-12.986530036257026,22
-11.197010910301879,23
-10.278156096475163,24
-8.686339211045652,25
-6.834532018293413,26
-6.146207407901164,27
-4.344898357725981,28
-2.133230510510896,29
1.5954213560673225,30
4.151952241596422,31
5.995566719456724,32
6.837699153967071,33
9.373275924147226,34
11.5136794646581,35
12.90402254305388,36
14.829318498310291,37
13.645091843186758,38
13.775386743378224,39
13.109224403113652,40
12.59365777802049,41
13.365715344746906,42
11.199439023670394,43
9.749839471097578,44
8.065498460803113,45
6.582012343824954,46
6.544041650337087,47
4.443294525146484,48
3.5332886043347798,49
2.4252057661089994,50
1.5385187048661066,51
1.4328168484202621,52
0.7258049145079497,53
0.2305050230862804,54
-0.38718762314110505,55
-0.3311495864600488,56
-0.3371762058191138,57
-0.29330082943565117,58
-0.5147411948756172,59
-0.42840910794442094,60
-0.5793629696494662,61
-0.8332480045787094,62
-0.7336556284051199,63
-1.5655478761907204,64
-2.1864570483826755,65
-3.940821965535483,66
-5.63708266040735,67
-5.613881328649688,68
-7.392180292229904,69
-8.557396738152756,70
-10.334594391939934,71
-12.085170444689297,72
-11.113016446431477,73
-12.520900803699826,74
-12.713987818935461,75
-12.442482889744273,76
-14.051231083117031,77
-12.249154643008584,78
-11.895049446507503,79
-10.791045607182014,80
-9.792901256628204,81
-9.844317904689854,82
-7.809344632583754,83
-5.265661875406897,84
-2.7017985561437796,85
0.12170544005276725,86
1.7096615172269083,87
2.772177043714021,88
5.870384082459566,89
8.287016483775357,90
10.494105489630448,91
12.597906681529263,92
11.919506859361075,93
12.95410096017938,94
13.697243196922434,95
14.173900938870611,96
15.5506447239926,97
13.398672538891171,98
12.745304994415815,99
11.703208722566298,100
10.017027068556398,101
10.487275391294247,102
8.299326578776041,103
6.285696941509582,104
4.197852419133772,105
2.7695623698987446,106
2.720508374665914,107
1.7003320225498157,108
0.7773024575752145,109
0.2769272118283993,110
-0.07015857361910775,111
-0.008284987064828896,112
0.043822037546257776,113
0.0719031618352517,114
0.13115036278440187,115
-0.16150544819078902,116
-0.47178609747635675,117
-0.6399534125077111,118
-1.1343361703973074,119
-2.2583882515890537,120
-3.329589576051947,121
-5.077734160841556,122
-5.077567384954085,123
-6.853636959142852,124
-8.68187235112776,125
-10.322610135664018,126
-10.31436225824189,127
-11.807667330691686,128
-12.524085596988078,129
-13.110543234306467,130
-12.821844335187944,131
-12.827128962466588,132
-12.09611752158717,133
-11.120553401478546,134
-9.658360146639643,135
-10.469208349261368,136
-8.413110816687867,137
-6.608421760692925,138
-4.3359375,139
-2.581057498329568,140
-1.1309735482199188,141
-0.11933470608895505,142
2.3874553546570896,143
4.430562069541532,144
7.274747413501404,145
8.976475832755103,146
9.011830313163887,147
10.325877641376696,148
12.257616511562414,149
13.000438288638469,150
14.534616503799171,151
13.1665114017955,152
13.21356709798177,153
12.52203865218581,154
11.935914223654228,155
12.232508308009098,156
10.263339226705986,157
8.535309674447044,158
6.642360419557804,159
5.4309937326531665,160
5.36430581410726,161
3.7723914196616732,162
2.2485674891555503,163
1.0548997134493105,164
0.7649988019675533,165
0.7820940352322765,166
0.28220023606952793,167
0.0035731415999578076,168
-0.3031302000346926,169
-0.17746955470034892,170
-0.19631600798222165,171
-0.01852693474083651,172
-0.011162299858895608,173
-0.4088614426161115,174
-1.06617648141426,175
-1.7586086089150939,176
-1.7483805689895378,177
-3.175421497278046,178
-4.465507616076553,179
-6.529307591287713,180
-8.473243173800014,181
-8.392763809153909,182
-10.179733778301037,183
-11.2953135172526,184
-12.634739925986844,185
-14.117661216802762,186
-12.695574133019699,187
-13.257024037210567,188
-12.30235742267809,189
-11.68239166862086,190
-12.61056063467996,191
-10.48934494821649,192
-8.92858532018829,193
-6.779736769826786,194
-4.840243732720092,195
-3.40232250983255,196
-1.5871944092867636,197
0.34796490585594597,198
3.536691448144745,199
5.888244227359166,200
7.633715253127247,201
7.84771347882455,202
9.761426867100232,203
11.46607614818372,204
11.904337765877708,205
13.858212521201684,206
13.062419222112288,207
12.870101393314826,208
12.833773638072767,209
12.350010712941488,210
12.942556272473249,211
10.921024548379995,212
9.056557312346342,213
7.731114437705591,214
5.825804626732539,215
5.736496507075794,216
4.061117674175063,217
2.213789111689516,218
0.7266073394239981,219
-0.043026673166374964,220
-0.21665686891790017,221
-0.5207191182855979,222
-1.1292296292489028,223
-1.2098591787773245,224
-0.9418728477076485,225
-1.0434822617915642,226
-0.5810055314448845,227
-0.7129353305749703,228
-1.1861237977680417,229
-2.023277015016788,230
-3.2313659400270693,231
-3.1736041955780565,232
-4.840755328797459,233
-6.5989436434026345,234
-8.416624730093437,235
-10.728444651553502,236
-10.379729337859569,237
-11.720152152212043,238
-12.618629723264458,239
-12.826132322612562,240
-14.108742429499042,241
-12.480189875552526,242
-13.228535702354028,243
-12.472870784893368,244
-11.382629963389615,245
-12.221125569259915,246
-10.275692638597992,247
-8.727239976849472,248
-7.111459698593404,249
-5.4390991612484525,250
-3.80372104310153,251
-1.4926111656322802,252
1.0483387394955286,253
3.833800064890011,254
7.055307287918896,255
9.098572647362426,256
9.496519256056398,257
11.384552604273745,258
12.931019498590837,259
13.105843460350707,260
15.057891201554682,261
13.697785645200494,262
13.90347976015325,263
12.907419438947707,264
11.659102992007607,265
12.264330569066498,266
10.142178736234964,267
9.023223408481527,268
7.549066844739412,269
5.7668842934725575,270
5.775273189210054,271
4.00931063869543,272
2.6530075073242188,273
1.7831962317751162,274
1.1061172255298544,275
1.202111411512945,276
0.3803589804130695,277
0.19000009904827947,278
0.011711789850602372,279
0.07018079255756504,280
0.05096837093955742,281
0.0572509765625,282
-0.013434627599883698,283
-0.24766754685786624,284
-1.3547888973303004,285
-1.885544358638296,286
-1.947291457862184,287
-3.7448452732019235,288
-5.423992525067246,289
-7.207586321914405,290
-9.113303201240402,291
-8.973393356590938,292
-10.732390621252225,293
-11.747701176425867,294
-13.25221720913,295
-15.038707398531727,296
-13.248973177190413,297
-13.645049580356527,298
-12.927701916610982,299
-12.37691688746737,300
-13.316280833461827,301
-11.27658047592431,302
-9.355570073713334,303
-7.100727415921398,304
-4.2717081873040454,305
-3.0194628531472745,306
-1.0214892270272287,307
1.955691956637196,308
4.8779778752410605,309
7.882389486881721,310
10.048414665356017,311
10.189770338828101,312
11.991619335977656,313
13.169950962066647,314
14.045508552015875,315
15.746886136239036,316
13.81050417716043,317
14.164557373314574,318
13.181275526682537,319
11.999392860814144,320
12.598881378508452,321
10.593049944492808,322
8.582797142497279,323
6.643797874450684,324
4.963373786524724,325
4.969086563378047,326
3.041600009851288,327
1.91236721005356,328
0.8615057426586503,329
0.19400686966745298,330
0.19194549426697732,331
-0.030176965813885202,332
-0.13584183810050093,333
-0.1582392307749984,334
-0.1416275961357229,335
-0.22895732678865102,336
-0.1647175905997301,337
-0.15054495292797582,338
-0.38831389577765096,339
-1.2595524035002057,340
-2.3698242589047083,341
-2.4082873829624107,342
-3.96174843478621,343
-5.4863114607961565,344
-6.9167461729886215,345
-8.978442476506817,346
-8.91953485053882,347
-11.062760403281766,348
-12.083429671170418,349
-13.050571056834437,350
-14.616488908466536,351
-13.083006363166007,352
-12.848103841145832,353
-13.27331696895131,354
-12.172739731638055,355
-13.215986084519773,356
-10.790699138975976,357
-9.50551364296361,358
-7.5211550896627895,359
-5.7578406417579,360
-4.596342153716501,361
-3.277383938170317,362
-0.4700791877612744,363
2.5836853562739863,364
5.306585412276422,365
7.178669912773262,366
7.786852962092349,367
9.878259608620095,368
11.887567687452883,369
12.98546973445959,370
15.27011393664176,371
14.462184102911698,372
14.26584658706397,373
13.86244375663891,374
13.212748862149425,375
13.190219770398055,376
12.34971325857597,377
10.759651652553625,378
8.7509136701885,379
6.592080174830921,380
6.547858137833444,381
4.794998930211653,382
3.497427246026825,383
2.119948889079845,384
1.9539094556841945,385
0.6681409467730617,386
0.034422891181810654,387
-0.19322124280427602,388
-0.25541822533858466,389
-0.24501547897071135,390
-0.3762486357437922,391
-0.33972290942543565,392
-0.12267684936523438,393
-0.025169539869878577,394
-0.03529157136615879,395
-0.04174523604543481,396
-0.37187355443051046,397
-1.4470774165371012,398
-2.617543806109512,399
-4.242842808104399,400
-4.272410041407534,401
-6.016220828943085,402
-7.711187797680234,403
-9.47898115191543,404
-11.37463793838233,405
-11.064056396484375,406
-12.026218564886793,407
-12.986861245673998,408
-13.241154045389408,409
-14.471169220773799,410
-12.812276271351593,411
-12.691845676355197,412
-11.556437241403682,413
-10.564139374515468,414
-11.323484521163135,415
-9.359762091385694,416
-7.234672278688663,417
-4.721225343252485,418
-2.347203974138222,419
-1.3299784409372477,420
0.3295892079671262,421
2.806284251965974,422
5.7690647777758155,423
8.290086779678074,424
10.235733601084927,425
10.228654459903112,426
11.610415927150791,427
12.659648769780208,428
13.742471117722364,429
15.445242731194744,430
13.731506280731736,431
13.522457725123354,432
12.875550035844771,433
11.978425778840716,434
12.578436232449715,435
10.552412936561987,436
8.426869869232174,437
6.5426911889461055,438
4.777373665257505,439
4.711059771086042,440
2.861919570387454,441
1.6496317512110636,442
0.5707390099241024,443
-0.07294932582922228,444
-0.08238996539199661,445
-0.15252227113957986,446
-0.22719828287760607,447
-0.12598783928051488,448
-0.05620173404091418,449
-0.0670461487351787,450
0.0428119793272856,451
0.12311118945740702,452
-0.613453179075006,453
-1.7077343756692442,454
-2.575304867928486,455
-2.67274120397735,456
-4.4259079046416705,457
-6.0750638894867475,458
-8.145394877383584,459
-10.084883171215392,460
-10.144468340957374,461
-11.459295707836485,462
-12.03079984899153,463
-13.165301674290706,464
-15.086289389091624,465
-13.346221421894274,466
-12.907532190021715,467
-12.219110221193546,468
-11.154444309703086,469
-11.923697212286163,470
-9.808361831464264,471
-8.504808258592032,472
-6.205607673578095,473
-3.426781771475811,474
-2.57341548852753,475
-1.342330330296568,476
1.508821119341934,477
3.874627974995394,478
6.292725404103601,479
8.132882879491438,480
8.514301433897856,481
10.251214989444662,482
11.69275638513398,483
12.942754444323086,484
14.494666317053008,485
13.04014490361799,486
13.554941085346957,487
13.245462317215765,488
12.55020861040082,489
13.269106747811298,490
11.223541393614653,491
9.321515401204426,492
7.387359953763192,493
5.8273970620674,494
5.814828069586502,495
3.8060680021319486,496
2.419811282241554,497
1.267941458183421,498
0.46639398942913884,499
0.3819164476896589,500
-0.029510966518469673,501
-0.18825504236054086,502
-0.15345201994243213,503
-0.02258287396347498,504
0.008134741532174417,505
0.05614996792977252,506
0.050724999946461936,507
0.01851406432034537,508
-0.22601766753614924,509
-0.9329547547457508,510
-0.966271785267611,511
-2.0636831250107095,512
-3.391124189945688,513
-5.2189895228335725,514
-7.1357783936617665,515
-7.171982748466627,516
-8.706525133367169,517
-10.604576244688868,518
-11.746908689800062,519
-13.6275834200675,520
-12.546903442918211,521
-12.749731431927595,522
-12.861773440712374,523
-12.426622357284813,524
-13.513333170037521,525
-11.87832363864832,526
-10.460186238874474,527
-9.371593107256974,528
-7.557029891432376,529
-7.080270850867555,530
-5.647452337700026,531
-3.024521744042113,532
-0.3160288793998859,533
2.3625076026247256,534
4.1548359519556985,535
4.995684606987135,536
7.5136368065549615,537
9.37501240194889,538
10.785370592485396,539
12.845053656059397,540
12.147124240272921,541
13.026436872649612,542
13.437830540171841,543
13.096960971229953,544
14.601868512337669,545
12.849457606934664,546
12.004620079408614,547
10.805516795108193,548
8.93561992310641,549
8.985172305190773,550
6.8769765820419595,551
4.942473762913755,552
3.496058413856906,553
1.9208143803111284,554
1.9110547952484667,555
0.9642682661089964,556
0.22992900379917103,557
-0.08133372925875335,558
-0.20516000714218308,559
-0.13743179722836202,560
-0.16969326086211822,561
-0.06696533738520997,562
-5.7421232523324764e-05,563
0.03272347701223453,564
-0.0873206289190989,565
-0.06014211554276301,566
-0.04267722681948953,567
-0.6635319893820253,568
-1.9704412828411961,569
-3.2208820811489147,570
-3.3109994185598284,571
-4.855428093358091,572
-7.192623874597382,573
-9.207101587663615,574
-11.09412464342619,575
-10.978016100431741,576
-12.446446201257539,577
-12.966447110761678,578
-13.460976583915846,579
-14.767481419078086,580
-13.274822837428042,581
-12.789362054122122,582
-11.582880321301914,583
-10.735926665757836,584
-11.133270062898339,585
-8.977661467435064,586
-7.166055512010002,587
-4.903288891440946,588
-2.726758120352764,589
-1.3123157902767786,590
0.5245401148210476,591
2.808364332767957,592
5.88765624949807,593
7.94408202589604,594
10.168833414713538,595
10.1028189575463,596
11.373976289180291,597
12.542715976112765,598
13.089467927029258,599
15.165526892009535,600
13.813387268467952,601
13.230514727140726,602
12.944544340434827,603
11.67518588952851,604
11.923109556499279,605
10.118263177704389,606
8.654506641521788,607
7.006959070239151,608
5.0906991289373025,609
5.02023270255641,610
3.5629734240080153,611
1.9294427194093402,612
0.8478718807822787,613
0.5990456279955424,614
0.5320385380795131,615
-0.05311767678511785,616
-0.23102801306205833,617
-0.3708840608596802,618
-0.32358175411559104,619
-0.2724705620815854,620
-0.05177469211712378,621
-0.233136361105403,622
-0.6194635608740015,623
-0.762880124543841,624
-0.7572412992778567,625
-1.8115331499200125,626
-2.9175826771217457,627
-4.578080043458101,628
-6.514902880317289,629
-6.566116765925756,630
-8.440092856423894,631
-10.170797716107284,632
-11.558033859520625,633
-13.623320462410907,634
-14.812401420191716,635
-13.778994041576718,636
-13.6251605100799,637
-13.641668545572378,638
-14.93614295491001,639
-12.780495158412998,640
-11.764105596040423,641
-10.885839027270936,642
-9.013563390363732,643
-6.471986268696031,644
-6.452096637926604,645
-3.839945274486877,646
-1.187363900636376,647
1.726658737450316,648
3.140203442489889,649
4.266076288725197,650
6.494502351995095,651
8.585445537901762,652
9.965008718925612,653
11.702824023731967,654
10.58574122713323,655
11.969695944535108,656
12.46564135635108,657
13.224076722797594,658
13.678833677057636,659
12.179168065388998,660
11.678282620614036,661
10.537381490071613,662
9.167181132132546,663
9.727968600758336,664
7.580162784509492,665
5.634009913394325,666
3.513670536509733,667
3.0515019935474044,668
2.9971386424282143,669
1.5872538717169504,670
0.7589617612069134,671
0.34340632589239706,672
-0.14515327989009563,673
-0.09281198601973699,674
-0.20546066551877687,675
-0.20491071332965022,676
-0.19915346513714666,677
-0.17619675084164327,678
-0.3181478266130398,679
-0.1316256606787988,680
-0.5889552434285491,681
-1.106368382771808,682
